Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,hourly,employer_provided,min_salary,max_salary,avg_salary,job_state,python_yn,R_yn,spark,aws,excel
Data Scientist - School of Medicine,$80K - $150K (Glassdoor est.),"Master's or PhD in Statistics, Mathematics, Computer Science or another quantitative field and 3 years of relevant experience.…
Skills: Computer science, SAS, Relational databases, R, Databases",4.1,Emory University,"Atlanta, GA",10000+ Employees,0,0,80,150,115.0,Atlanta,0,0,0,0,0
Scientist - QC Data Review,$71K - $106K (Glassdoor est.),"May have exposure to potentially hazardous elements, including infectious agents, typically found in healthcare or laboratory environments.…
Skills: Microsoft Word, CGMP, Microsoft Excel, Smartsheet, Clinical trials",3.6,Thermo Fisher Scientific,"Boston, MA",10000+ Employees,0,0,71,106,88.5,Boston,0,0,0,0,1
Mathematical Statistician (Data Scientist),$63K - $98K (Employer est.),"Examples of specialized experience include: Writing code in a widely used statistical/data science software application or equivalent programming languages (e.g……
Skills: Statistics, Calculus, R, Statistical analysis, C",4.2,U.S. Department of Justice,"Washington, DC",10000+ Employees,0,0,63,98,80.5,Washington,0,0,0,0,0
HR Decision Scientist,$123K - $150K (Employer est.),"Strength in analyzing data and developing machine-learning models in one or more data science programming language such as R or Python.…
Skills: Cognos, Data mining, R, Alteryx, Tableau",3.8,Disney,"Burbank, CA",10000+ Employees,0,0,123,150,136.5,Burbank,1,0,0,0,0
LUCOM Research Data Scientist,$52K - $83K (Glassdoor est.),"Proof of a valid Virginia driver’s license, an acceptable DMV record, and liability insurance is required. Master’s degree in data science/clinical informatics……
Skills: Statistics, Writing skills, R, English, Research",4.1,Liberty University,"Lynchburg, VA",10000+ Employees,0,0,52,83,67.5,Lynchburg,0,0,0,0,0
Scientist- Data and Modeler II USA,$75K - $107K (Employer est.),"Knowledge of and experience with utilizing advanced descriptive statistics and analysis techniques (such as forecasting, analysis of variance, t-tests,……
Skills: TensorFlow, Statistical software, Statistics, Computer science, Power BI",4.1,First Solar,"Perrysburg, OH",5001 to 10000 Employees,0,0,75,107,91.0,Perrysburg,0,0,0,0,0
Sr. Associate Data Scientist,$83K - $138K (Employer est.),"JOB DUTIES: Work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions; Identify……
Skills: Power BI, Data mining, R, SQL, Statistical analysis",3.8,McKesson,"Irving, TX",10000+ Employees,0,0,83,138,110.5,Irving,0,0,0,0,0
Data Scientist with experience in Stock Market,$75.00 - $100.00 Per Hour (Employer est.),"Select and evaluate data science libraries and tools. Degree in Computer Science, Data Science, or a related field. Experienced in financial data analysis.…
Skills: TensorFlow, Data mining, Data structures, R, Data analysis skills",,Napice,"Nashville, TN",,1,0,75,0,37.5,Nashville,0,0,0,0,0
Data Scientist Anti-Financial Crime Data Analytics - Vice President,$100K - $146K (Employer est.),"Perform analysis on big data platforms using the full analytics toolset to ensure the continuous, standardized analysis of large amounts of data and create……
Skills: SAS, Big data, R, Data analysis skills, English",3.6,Deutsche Bank,"Jacksonville, FL",10000+ Employees,0,0,100,146,123.0,Jacksonville,0,0,0,0,0
Data Scientist - TikTok Live Streaming & RTC Products,$130K - $240K (Employer est.),"Perform data analysis based on business requirements, support data analysis for special projects, and provide ongoing data analysis support.…
Skills: Data mining, R, Data analysis skills, SQL, Attribution modeling",3.3,TikTok,"San Jose, CA",10000+ Employees,0,0,130,240,185.0,San Jose,0,0,0,0,0
Associate Data Scientist,$78K - $117K (Employer est.),"You hold a Master's degree in Statistics, Mathematics, Economics, Engineering, Physics, Actuarial Science, or similar analytical field; or you have commensurate……
Skills: Spark, R, Git, SQL, AWS",3.7,The Hartford,"Hartford, CT",10000+ Employees,0,0,78,117,97.5,Hartford,0,0,1,1,0
Junior Data Scientist,$85K - $119K (Glassdoor est.),"Experience working with tools, including object-oriented programming (Python, Java), computational analysis tools (R, MATLAB), and associated data science……
Skills: MATLAB, Power BI, D3.js, R, Tableau",4.2,Logistics Management Institute,"Washington, DC",1001 to 5000 Employees,0,0,85,119,102.0,Washington,1,0,0,0,0
Decision Scientist,$95K - $145K (Employer est.),"Master’s degree (U.S. or foreign equivalent) in Data Analytics, Data Science or related field and one (1) year of experience in the job offered or related role……
Skills: Kubernetes, Tableau, Linux, Analytics",4.1,"Red Hat, Inc.",North Carolina,10000+ Employees,0,0,95,145,120.0,North Carolina,0,0,0,0,0
Senior Data Scientist - Healthcare AI/ML,$160K - $175K (Employer est.),"Excellent written, interpersonal communication and presentation skills, including ability to present complex technical concepts in a clear, concise manner to……
Skills: SQL, AWS, Machine learning, AI, Care plans",4.2,Arine,Remote,1 to 50 Employees,0,0,160,175,167.5,Remote,0,0,0,1,1
TikTok Shop - Data Scientist,$108K - $168K (Employer est.),"Leverage data science expertise to design data solutions to solve commerce operation and product problems such as supply growth, user growth and marketplace……
Skills: Statistics, Computer science, R, SQL, Machine learning",3.3,TikTok,"Seattle, WA",10000+ Employees,0,0,108,168,138.0,Seattle,0,0,0,0,0
Data Scientist,$89K - $129K (Glassdoor est.),"Demonstrated excellence in using Python and SQL to develop data science workflows usings tools such as scikit-learn, Tensorflow, Snowflake, and dbt.…
Skills: TensorFlow, SQL, AWS, Machine learning, Regression analysis",4.0,Mimecast,"Lexington, MA",1001 to 5000 Employees,0,0,89,129,109.0,Lexington,1,0,0,1,1
Senior AI/ML Data Scientist â€“ Natural Language Processing (Hybrid),$65K - $101K (Glassdoor est.),"ORPhD in data science, AI/ML/LLM engineering, computer science, semantic engineering or a related discipline. The Senior AI/ML Data Scientist – Natural Language……
Skills: TensorFlow, CI/CD, Elasticsearch, Software deployment, DevOps",4.1,Merck Sharp & Dohme,"West Point, PA",10000+ Employees,0,0,65,101,83.0,West Point,0,0,0,0,0
Data Scientist - Analytics,$160K - $180K (Employer est.),"Masters in Mathematics, Physics, Computer Science, Engineering, or another technical field. D.‍ in Engineering, Physics, Mathematics, Computer Science, or……
Skills: TensorFlow, Statistics, Computer science, Big data, Spark",2.9,Stackline,"Seattle, WA",51 to 200 Employees,0,0,160,180,170.0,Seattle,0,0,1,0,0
"Sr. Data Scientist, Used Cars",$84K - $306K (Employer est.),"Degree or equivalent experience (2+ years) in a quantitative field, such as Data Science, Applied Mathematics, Statistics, or Economics.…
Skills: TensorFlow, Statistics, Power BI, Data modeling, Data mining",3.5,Tesla,"Palo Alto, CA",10000+ Employees,0,0,84,306,195.0,Palo Alto,0,0,0,0,0
"Analyst, Kids Content Performance Analytics - Disney Branded Television",$68K - $94K (Employer est.),"On the social analytics front, the analyst will monitor, analyze, and report on social media activity and performance using a suite of social measurement tools.…
Skills: Microsoft Powerpoint, Microsoft Excel, Facebook Advertising, Nielsen, Research",3.8,Disney,"Burbank, CA",10000+ Employees,0,0,68,94,81.0,Burbank,0,0,0,0,1
Insights Data Scientist,$76K - $106K (Glassdoor est.),"Experience in a role focused on quantitative analysis, statistical modelling, or data science, preferably with exposure to strategic analysis or market research……
Skills: Spanish, Nielsen, R, English, Analysis skills",4.1,Brambles Group,"Alpharetta, GA",10000+ Employees,0,0,76,106,91.0,Alpharetta,0,0,0,0,0
"Data Scientist, Amazon Ads",$126K - $213K (Employer est.),"You will be responsible for shaping the data science roadmap for NPL, fostering a culture of data-driven decision-making, and delivering significant business……
Skills: MATLAB, SAS, R, Data analysis skills, SQL",3.7,Amazon.com Services LLC,"New York, NY",10000+ Employees,0,0,126,213,169.5,New York,0,0,0,0,0
Data Scientist - Machine Learning,$144K - $240K (Employer est.),"Major in computer science, or any other related technical discipline; Design and develop data processing pipelines, including data labeling, data filtering,……
Skills: Data mining, Machine learning, Deep learning, Natural language processing, Python",3.3,TikTok,"San Jose, CA",10000+ Employees,0,0,144,240,192.0,San Jose,1,0,0,0,0
Applied Scientist,$129K - $213K (Employer est.),"MS or Ph.D. in relevant field or a Degree with a specialization in Machine Learning. Dependent on the position offered, equity, sign-on payments, and other……
Skills: TensorFlow, Statistics, SQL, Analysis skills, Machine learning",3.7,"Twitch Interactive, Inc.","San Francisco, CA",10000+ Employees,0,0,129,213,171.0,San Francisco,0,0,0,0,0
Data Scientist,$78K - $114K (Glassdoor est.),"A Bachelor's degree in computer science, engineering, statistics, mathematics, physics, econometrics, or a related degree (MS or Ph.D. preferred).…
Skills: React, SQL, Machine learning, Forecasting, Natural language processing",3.9,General Motors,"Warren, MI",10000+ Employees,0,0,78,114,96.0,Warren,0,0,0,0,0
Supply Chain Data Scientist,$100K - $120K (Employer est.),"They shall provide technical staff with competencies in data science and data engineering that will specifically focus on data science workflow automation and……
Skills: Power BI, Business intelligence, Data analysis skills, Tableau, Analysis skills",3.8,American Bureau of Shipping (ABS),"Arlington, VA",1001 to 5000 Employees,0,0,100,120,110.0,Arlington,0,0,0,0,0
Data Scientist,$112K - $179K (Employer est.),"Experience employing data-analytic methodologies and data science modeling, data engineering, algorithms, and other techniques and tools to identify trends,……
Skills: Management, Analysis skills, Data management, Organizational skills, Data science",3.6,Peraton,"Doral, FL",10000+ Employees,0,0,112,179,145.5,Doral,0,0,0,0,0
Senior Scientist - Bioinformatics,$106K - $173K (Employer est.),"Work with therapeutic focus area leadership to develop analytics strategy to address the gap in understanding new biology.…
Skills: Data analysis skills, Data science, Communication skills, Molecular biology, Analytics",3.9,Regeneron Pharmaceuticals Inc.,"Tarrytown, NY",10000+ Employees,0,0,106,173,139.5,Tarrytown,0,0,0,0,0
Specialist - Data Scientist,$65K - $115K (Employer est.),"Provide consulting to enable analytics involving analytical tools and data platforms. You will support AI platforms and tools and enable next generation……
Skills: Statistics, Computer science, SAS, R, Java",3.8,Ally Financial,"Detroit, MI",10000+ Employees,0,0,65,115,90.0,Detroit,0,0,0,0,0
Data Scientist,$94K - $139K (Glassdoor est.),"On the privacy enhancing tech side, we develop algorithms and engineering implementation to de-risk data collection to protect high risk customer data.…
Skills: Statistics, Computer science, Rust, Encryption, Java",4.0,Ford Motor Company,"Seattle, WA",10000+ Employees,0,0,94,139,116.5,Seattle,0,0,0,0,0
Senior Data Analyst,$88K - $141K (Employer est.),"Strong communication skills and ability to communicate complex methods and results to diverse audiences both technical and non-technical.…
Skills: Statistics, Data mining, Data analysis skills, SQL, Machine learning",4.2,Johnson & Johnson,"Titusville, NJ",10000+ Employees,0,0,88,141,114.5,Titusville,0,0,0,0,0
Applied Data Scientist,$76K - $113K (Glassdoor est.),"Education Required: Bachelor’s Degree in a quantitative discipline, such as Data Science, Mathematics, Computer Science, Engineering, or a related field.…
Skills: R, Machine learning, Scripting, AI, Python",4.1,Doosan Bobcat NA US,"West Fargo, ND",1001 to 5000 Employees,0,0,76,113,94.5,West Fargo,1,0,0,0,0
Data Scientist,$87K - $123K (Glassdoor est.),"Master's degree or doctorate in statistics, data science, mathematics, or related applied science field, or equivalent experience.…
Skills: Statistics, Azure, Data mining, SAS, C#",3.7,"Amrock, LLC","Detroit, MI",1001 to 5000 Employees,0,0,87,123,105.0,Detroit,0,0,0,0,0
Applied Scientist II,$82K - $175K (Employer est.),"Bachelor's Degree in Statistics, Econometrics, Computer Science, Electrical or Computer Engineering, or related field AND relevant internship experience (e.g.,……
Skills: TensorFlow, Statistics, Computer science, Azure, Machine learning",4.2,Microsoft,"Atlanta, GA",10000+ Employees,0,0,82,175,128.5,Atlanta,0,0,0,0,0
Senior Data Scientist,$138K - $190K (Employer est.),"A degree in Economics, Physics, Statistics, Math, or other quantitative field (advanced degrees are a plus). 2+ years of professional industry experience doing……
Skills: R, SQL, Machine learning, Quantitative analysis, Communication skills",4.1,Salesforce,"Atlanta, GA",10000+ Employees,0,0,138,190,164.0,Atlanta,0,0,0,0,0
"Data Scientist, Grocery - GOA",$126K - $213K (Employer est.),"Interact with engineering, operations, science, and business teams to develop an understand and domain knowledge of processes, system architectures, and……
Skills: MATLAB, SAS, R, Data analysis skills, SQL",3.7,Amazon.com Services LLC,"Seattle, WA",10000+ Employees,0,0,126,213,169.5,Seattle,0,0,0,0,0
AI/ML Governance Analyst,$74K - $118K (Employer est.),"0-2 years of experience in related field. In lieu of degree, 2+ years of experience in related field. Ability to create own structure and work successfully in a……
Skills: Machine learning, Organizational skills, Business requirements, AI, Leadership",4.1,Blue Cross and Blue Shield of North Carolina,North Carolina,5001 to 10000 Employees,0,0,74,118,96.0,North Carolina,0,0,0,0,0
